,Label,Msg
6763,spam,Recharge Rs75 & get Full Talk Time of Rs75 with Unlimited validity .Recharge Now & Stay Connected with AIRCEL.T&C Apply.
6764,spam,World Cup ke liye India tyaar hai aur ab aap bhi ho jaiye. subscribe kariye cricket alert by dialing *234*100# (Rs.30/mth) ya dial 5800032 (toll free).
6765,spam,Recharge Rs75 & get Full Talk Time of Rs75 with Unlimited validity .Recharge Now & Stay Connected with AIRCEL.T&C Apply
6766,spam,WORLD CUP DHAMAKA - now get your new Airtel DTH connection + free installation @ Rs.999 & avail special benefits. To order SMS DTH to 575758. T&C apply
6767,spam,Recharge Rs255 from your mobile using mChek on Airtel & get Rs 355 talktime.Click on www.mchek.com/mchekonairtel for FREE download.Offer ends 5 Sept.
6768,spam,Recharge Rs111 & get Full Talk Time of Rs111 with Unlimited validity .Recharge Now & Stay Connected with AIRCEL.T&C Apply.
6769,spam,Recharge Rs111 & get Full Talk Time of Rs111 with Unlimited validity .Recharge Now & Stay Connected with AIRCEL.T&C Apply
6770,spam,WORLD CUP DHAMAKA - now get your new Airtel DTH connection + free installation @ Rs.999 & avail special benefits. To buy SMS ADTH to 56070. T&C Apply
6771,spam,World Class E-Housing by top Builder at unbeatable price&location in Sec.137 Noida expway A?2640* PSF Unparallel amenities  Finance frm all banks cal 95822229#
6772,spam,Recharge Alert from MTS: Validity of expiry on your MTS Data Card has already EXPIRED. Recharge with monthly STVs to continue usage - MTS
6773,spam,Feeling Low? Do you feel you lack confidence in yourself? ^Yes/No Reply to get tips on how to build your self-esteem.
6774,spam,Recharge Alert from MTS : Validity of expiry on your MTS Data Card has already EXPIRED. Recharge with monthly STVs to continue usage - MTS
6775,spam,Receive money through mobile banking. Provide mobile no+MMID (9002158) for your a/c XXXXXXX9424 to remitter. For info call 1800-11-2211/visit www.sbi.co.in
6776,spam,reat News! TICKET TO THAILAND -Extended till 27-2-10 with 6.50Lac Alredy qualfiars will get 3moere gift if they do 3Lac b/w 22th-28thFeb'10-Sent 4rm 160by2.co
6777,spam,WORK on MOBILE.  Earn 5000+ Per day.  Easy and simple advertising activities CALL Ajit-9004545490 - Vertex Services.
6778,spam,reat Investment with assured return *Commercial space by AIMS Sanya *0km frm Delhi *Nr Metro Station *Sec-15 Noida @ 9500/sqft Call 995309696
6779,spam,reat Deals at The MobileStore. Get Rs 100 Off on mobile purchases above Rs 5000. Rush offer valid till 21st Feb. Show MCoupon RPD897348602131 . T & C
6780,spam,reakng Price Barrier *Supertech presnts Xpandabl Villa's at Yamuna Xprsway *Near Ngt Safari/Racing Track *@26.9 lac onwrds *80% Bank Loan sms IT to 5499
6781,spam,Ready  Dum MaroDum aur nayi movies ke songs sune apne mobile pe MTNL MUSIC STATION par.Dial karen 55000(TOLL FREE). Subcribe kare sirf Rs30/Month.
6782,spam,RC44=Rs40 Talktime!Recharge with RC44  get Rs40 Talktime and for 6months get FULL TALKTIME on all recharge of  Rs10 and above!All Local  STD at 50p/min.Call 14167
6783,spam,RC31 STD Pack now comes with all STD calls@ 40p per min with Rs 11 Talktime. Tariff Validity 30days   Talktime Validty 3days.
6784,spam,Meet The Characters Meet the mutants of 'X-Men: First Class'! Choose a character to find out what powers they possess: 1) Havoc 2) Mystique 3) Beast 4) Banshee ^1/2/3/4 Reply to get a video clip. 
6785,spam,RC130-te Puro TT!Paan Rs130 main account TT totkhonat!Offr 04-06-11 porjonto.WB Class12 result jante sms korun WB12 space Roll No  pathan 543212222.Rs6/sms
6786,spam,RC120 Fullest-Get Fullest Talktime of Rs120 on Easycharge of Rs.120 Today.Get Rs 106.79 instantly and the remaining Rs 13.21 within 48 hours. Recharge Today
6787,spam,RC10=10  RC30=30!Recharge with RC44  get Rs40 Talktime and for 6months enjoy FULL TALKTIME on all recharges of  Rs10 and above!All Local  STD at 50p/min.Call 14167
6788,spam,RC 58 with Extra Benefits! Recharge with Rs.58 & Get 12000 local secs free to any network  Valid for 15 Days.Hurry Recharge Now. Limited Period Offer.
6789,spam,Work from home&Earn Rs.7000/-m. Send Co.¿s SMS from PC to mobile users. Call-9333075338/9333075332 www.cyberjob.in-Sent 4rm 160by2.com
6790,spam,RBI hikes Repo   Reverse Repo rates by 25 bps each to 6.5% & 5.5%. Inflation forecast revised to 7% vs 5.5%. For more log on www.moneycontrol.com
6791,spam,Rate Revsng soon.Xperience Beachside Living.Supertch Holiday Village.Xpandabl Villas at Yamuna XprswaySize 1575/2200 sf@27 lac onwrdsCall: 9999060692
6792,spam,Rate Revsng soon. Xperience Beachside Living. Supertch Holiday Village. Xpandabl Villas at Yamuna Xprsway Size 1575/2200 sf @27 lac onwrds Call-9711155919
6793,spam,Rate Revsng soon. Xperience Beachside Living. Supertch Holiday Village. Xpandabl Villas at Yamuna Xprsway Size 1575/2200 sf @27 lac onwrds Call-9560210003
6794,spam,Rate Revsng soon Xperience Beachside Livng Supertch Holiday Vilage Xpandabl Villas at Yamuna Xprsway Size 1575/2200 sq.ft. @27 lac onwrds Sms IP to 54999
6795,spam,Think Big! Looking for a unique career path? Choose the relevant one for    yourself. 1) Writer 2) Hair Stylist 3) Voice Artiste 4) Documentary Filmmaker 5) Flair Bartender ^1/2/3/4/5 All your replies to Blyk on Aircel are free.
6796,spam,Dating Tips Don t be known as a date  dhakkan ! Here are some simple tips to ensure your first date results in more dates :) Choose an option: 1) Do s 2) Don ts ^1/2 Reply to get basic date rules to keep in mind. 
6797,spam,Rate Revsng soon Xperience Beachside Livng Supertch Holiday Vilage Xpandabl Villas at Yamuna Xprsway Size 1575/2200 sq.ft. @27 lac onwrds Sms ICF to 54999
6798,spam,Rate revisng soon. Supertech presnts 2nd phase of CAPE TOWN at Sec74  Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9560330007
6799,spam,Rate revisng soon. Supertech presnts 2nd phase of CAPE TOWN at Sec74  Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9999652149
6800,spam,Work from home&Earn Rs.7000/-m. Send Co. s SMS from PC to mobile users. Call-9333075338/9333075332 www.cyberjob.in-Sent 4rm 160by2.com
6801,spam,Rate revisng soon. Supertech presnts 2nd phase of *CAPE TOWN* at Sec74  Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9891215530
6802,spam,Rate Revisng after 48 hours'Roti kapda aur Eco village'Noida Xtention*1Bhk 9.8 lac al inclusv*2Bhk 14.5 lac al incl.*Possesn 20 monthssms ICF to 5499
6803,spam,Rare Opportunity in Delhi!  Metroplex East. DDA Approved  Premium Retail/Office  Laxmi Nagar District Centre. Next 2 Metro. Possession 24Mths. Call.8826871425
6804,spam,L3 Level hiring in TOP Noida Bpo with 18k inhand sal+inc+US insurance C.service.Call us as limited seats available.Uk & Dayshift also available.Sonam/9871389382
6805,spam,Ranja Rick ar Reshmi ki parbe school-e bhorti hote?1.Hya 2.Na TYPE:DMN<space>1/2 pathan 9246113355  Dekhun DADAMONI Mon-Fri7.30pm Rupashi Banglay ar jitun prize
6806,spam,Rango Ka Tyohar Holi ka Hota Hai .Janiye Es Bar ki Holi Aapke liye kya sandesh Lekar Aayi hai dial 53300.Rs 6/m Reliance
6807,spam,Champions League Manchester United will clash with which European team in the final of the Champions League? 1) Chelsea 2) Barcelona 3) Real Madrid ^1/2/3 All your replies to Blyk on Aircel are free. 
6808,spam,Ramprastha SKyz Ultra Luxury Apts On Dwarka Xpresway @Reasonable rates   3bhk Starting 56 lacs wid A.cs/ Modular kitchen  Wooden Flooring .Call 9999210532
6809,spam,RAMPRASTHA SKYZ PREMIUM CONDOMINIUMS IN SEC 37-D GGN *0KM FROM DWARKA EXP & METRO *450 ACRES TOWNSHIP *AC APPT AVAIL INAUGURAL DISCT SMS DH TO 5676706
6810,spam,Ramprastha launches THE EDGE 2/3/4BHK premium homes in sec 37D Gurgaon   Adjacent to Dwarka exp way. NO EMI till possession.Call 9999311004 sms TSEED to 56070
6811,spam,Ramprastha has Launched The Edge Towers in Gurgaon  @2800/-*Home Loan @ 0*% Just Pay 15% Now & EMI Starts On Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282
6812,spam,WORK FROM HOME  US BASED MNC  EARN EXTRA INCOME UP TO 30K TO 1LAK. FOR APPOINTMENT CALL Chetanya 9268192641.
6813,spam,RAMPRASTHA *SKYZ* PRICE REVISING SOON *450 ACRES TOWNSHIP *PREMIUM APPTS SEC 37-D GURGAON *0KM FROM DWARKA EXP & METRO *AC APPARTMENTS sms SKYZ to 53456
6814,spam,RAMPRASTHA 'SKYZ' PRICE REVISING SOON PREMIUM APPTS IN SEC 37-D GURGAON
6815,spam,Ramprastha  Launches SKYZ 3BHK FULLY AC APPARMENT 10 minutes from Honda Chowk NH-8   Dwarka Exp Sec-37D Ggn   Just Rs.3250/-sq ft .for best deal Call :-8800895405
6816,spam,Rakhte Hai Dil Me Jis Baat Ko!Janna Chahte Hai Woh Kya Kehna Chahte Hai Apko?Sms HEART (Apka Naam) to 53131.Eg HEART NITI.Rs 3/Sms.Reliance
6817,spam,Rakhiye unlimited ganne   jokes apne my zone mein bilkul FREE   Kisi bhi song ko sunte hue 5 dabayen. Sirf Mitti Ke Rang mein   Dial 543340 Toll Free.
6818,spam,Ideal Summer Fabric Wrong fabrics make your skin itch in the summer? Here are some light  breathable cotton fabrics to sooth your skin in the summer. ^Yes All your interactions with Blyk on Aircel are free. 
6819,spam,Raheja Builders Presenting Raheja Shilas Fully A.C.independent floors@4175sqft@Dwrka Xprswy Wid mod kitchen@affordable price. For Best Deal. sms UN to 53456
6820,spam,Raghu ki *#%+& ..... How the **** does he get away with this... Watch Roadies 8 tonight @ 7pm   to catch the madness. Only on MTV.
6821,spam,raffic Alert ab aapko batayega kahan hai traffic zyada. Dial karein *646*735# (toll-free) aur paayein Traffic Alert kewal Re1/Din mein
6822,spam,R/R recommends: LOGIX BLOSSOM GREENS.*2/3/4BHk Apts.*Sec143 on Noida X-way & FNG.*Possession in 18 mnths.*Starting BSP@23.52L on DP.For booking sms REN to 53456
6823,spam,R/R recommends: LOGIX BLOSSOM GREENS.*2/3/4BHk Apts.*Sec143 on Noida X-way & FNG.*Possession in 18 mnths.*Starting BSP@22.21L on DP.For booking.sms REN to 53456
6824,spam,Your wait is over!  Releasing limited Golf Plots on X-way by reputed developer. 150sqyd onward. For priority booking sms BOP to 56677
6825,spam,Word-a-DayDelineation- pictorial or verbal portrayal.Syn- depiction  representation.Find out what your name tells about you.SMS Name (Ur Name) to 51515.Rs3
6826,spam,R/R recommends: LOGIX BLOSSOM GREENS.*2/3/4BHk Apts.*Sec143 on Noida X-way & FNG.*Possession in 18 mnths.*Starting BSP@22.21L on DP.For booking.sms CM to 53456
6827,spam,R/R recommends: LOGIX BLOSSOM GREENS.*2/3/4BHk Apts.*Sec143 on Noida X-way & FNG.*Possession in 18 mnths.*Starting BSP@22.21L on DP.For booking sms REN to 53456
6828,spam,r.NOIDA gets a new EDGE. Spire presnts SPIRETEC *12% Assured Return + 3 Yr Rental *Avail Special Inaugral Offer@11.4 Lacs Sms ICC to 5499
6829,spam,Swayamvara By David Hair  Swayamvara  (The Return of Ravana Book 2) by David Hair is a story of reincarnation  two swayamvaras  800 years apart  that sees four lives knotted forever & one rigid force  Ravana reborn.  In Return of Ravana series  the action oscillates from the floodlit studios of Mumbai to the glittering Rajput courts  while Vikram-Chand & his friends battle an age-old rival whose power is growing like never before. Publisher: Penguin Young Adult To Buy: http://bit.ly/kmGTjD
6830,spam,R U Looking Part-time Income! Welcome in Business Opportunity@100% Natural Aloe-Vera & Bee-Honey Products. Free Joining & Trainings. No Renewal. Call:9310010818
6831,spam,R U Looking Part-time Income! If Y   Ur welcome in Business Opportunity @100% Natural Aloe-Vera & Honey Products. No Investment  Free Trainings. Call:9310010818
6832,spam,R U Looking Part-time Income & No Investment  Free Trainings If Y   Ur welcome in Business Opportunity @100% Natural Aloe-Vera & Honey Products. Call:9310010818
6833,spam,Last Date for Admission 22 March MBA+PG diploma Pharma Mgmt 100%Placement.Register now!Call011-24649965/24649994 or visit www.apicworld.com
6834,spam,r favorite product Life stage pension & Elite pension is ending for sale from 1st July'10. Rush to ur all customers & collect their cases --160by2.com {Get all the action this weekend with A TEAM across theatres on 25th June in English & HIndi 
6835,spam,r Dream Destination to BANKOK is just 5days away! Rush hard! To book ur TICKET to nearest branch or call ur manager for assistance #-Sent 4rm 160by2.co
6836,spam,Word-a-Day Delineation- pictorial or verbal portrayal. Syn- depiction  representation. Find out what your name tells about you.SMS Name (Ur Name) to 51515.Rs3
6837,spam,QUAPURE Advance RO Systems.CALL FOR FREE DEMO/EXCHANGE OFFER on Old RO/Water Purifier. Also Repair/AMC Call:999990333
6838,spam,Pyar Me Takrar Ya Ho Shadi Ki Baat Pandit Ji Denge Saare Sawalon Ke Jawab Dial 53300 Aur Baat Kijiye Pandit Ji Se At Rs.6/Min.Reliance
6839,spam,Pyar Impossible  Bolo Raam  Dance Pe Chance  3 Idiots  De Dana Dan Aur Kurbaan jasie latest movies ke gaane Suniye BSNL Music Station Par.Dial 126333  Re.1/m only
6840,spam,Career Tip Do you like travelling & exploring new places? Reply to know about a perfect career for you  ^Yes/No All your interactions with Blyk on Aircel are free. 
6841,spam,Pvt Finance arranged on cheque basics 4 Business Peoples  Traders  Stockists  Industries & corporate comp  P.M turn over 20L. Cnt-9840139557
6842,spam,Put on the glasses of optimism and you will see a world of potential. With Best Regards  Times Business School   New Delhi. 011-46574657   www.times.ac.in.
6843,spam,Punjab n Haryana ki High Court kaha hai A)Chandigarh B)Delhi Sahi jawab apko jeeta sakta hai Rs15000 tak Cash ya Nokia E63 mobile.Reply A to 57272 Rs2/sms
6844,spam,Pune Warriors aur Kochi Tuskers Kerela ke dumdaar match ka maza uthaye apne mobile pe. Abhi Video call karein 58888 pe Rs2/min
6845,spam,Public Speaking  Presentation Skills Course startin in North  South Delhi/anuragaggarwal.com/9811591348 or sms ur name/ISO 9001 certfd
6846,spam,Public Speaking  Presentation Skills Course startin in North  South Delhi/AnuragAggarwal.com/9311382003-004or sms ur name/ISO 9001Ctfd
6847,spam,PS LOW RISE FLOORS-SEC-88 FARIDABAD.3BHK/STORE/LAWN /TERRACE GF RS. 35.89 LACS FF RS. 31.89 LACS SF RS. 31.89 LACS(ALL INCLUSIVE). call:9310815100
6848,spam,wning a home in DELHI is no more a dream Uppal's presnts METRO PARK at Dwarka *2BHK-48.50Lac(Instl.plan) *3BHK-72.75Lac *Opp.Metro statn SMS ICF to 5499
6849,spam,Provogue scheme ? BUY 2 GET 5 ?applicable on the Mens Shirts & Tshirts category only. West gate raja garden new Delhi ph 42227291  - via WAY2SMS.COM
6850,spam,Provogue presents Happy Hours at all Provogue Studios!!  This weekend 8am-12noon & 9pm -11pm (12th to 14th). Get FLAT 50% off on your favourite merchandise. T&C
6851,spam,Kitty Cat Guess the name of the character. Hint: Its also the name of an upcoming movie starring this character  Puss in ________ 1) Hat 2) Belt 3) Boots ^1/2/3 Reply within 24hrs to get the movie trailer.
6852,spam,Protect yourself from Internet Frauds. Never respond to any Emails that ask for your Bank Account details   passwords   PINs etc.
6853,spam,Protect yourself from Internet frauds. Never respond to any Emails that ask for your Bank Account details   passwords   PINS etc.
6854,spam,Protect Ur Family with*NAZAR  RAKSHA SHAKTI KAWACH* Locket   Bracelet & Amulet! As seen on TV Rs.2499 Offer Price.Rs.749 Booking Sms: NAZAR to 56767 www.rcmkt.in
6855,spam,Protect ur Computers against data loss  breakdown  viruses  slow speed & other threats for full year.On-Site Service within 3-4 hrs.Call 9540028076: PelSoftlabs
6856,spam,Property Doctors Recommends 3Cs new project ZING/Sec-168/Noida Expreswy  1/2/3/4BHK Flats? Rs17.5Lac onwards.Fr BEST DEAL & DOORSTEP DEMO:9811591348
6857,spam,Property Buyer/Seller Agents/Dealers Advertise Free   New Launch & More on Landkhoj.com
6858,spam,Property Bhi Aapki Rent Bhi Aapka  Invest Rs 17k Lacs in Fully Furnished Office Spaces & Earn Rs 17k per Month Wid Bank Guarantee  Noida Cont.9990584817
6859,spam,Promotional Scheme on HOLI occasion: Get usage value of Rs. 1200/3700/6700 on the RCV/TOP-up of Rs. 1100/3300/5500 respectively. Scheme up to 31-3-2011.
6860,spam,wn an ultra modern office space @ Rs 3750/-psf  in the heart of Noida.-Reputed Builder-12%Assured Retn.-Limited Inventory-For best deal call 956067610
6861,spam,Princely Estate C.L.P-2900 Flexi-2726 D.P-2552+ Othr Charges   Same As Silicon Complete Wood Work And Modular Kitchen Til Navratras SMS REF TO 53456
6862,spam,Spanish Topper? Who is the leading scorer in the Spanish football league? 1) Cristiano Ronaldo 2) Lionel Messi 3) David Villa ^1/2/3 All your replies to Blyk on Aircel are free. 
6863,spam,Price revising soon!! Agni Property Recommends Spaze Privy The Address in Sec-93  Gurgaon@28 Lac onwards. 2/3/4 BHK Apts available.To Book Call 9212255555 Now!
6864,spam,price revising soon for urbtech xaviers fully loaded tallest tower in noida few units left for more details call 9891205199
6865,spam,Presenting the Youngest Self Made Multimillionaire Mr.Priyesh Jain with The New Age Entrepreneurship at ADA RANGAMANDIRA   JC ROAD  banglore 29th aug  10 am.sunday
6866,spam,Presenting SHARANAM(2/3/4 BHK) by Eldeco @sec-107  Noida.Two New Towers launched.Exclusively @SUMANGALAM.BSP@Rs.3290 psf.More Details Call: 9560396006
6867,spam,Presenting a wide range of applications just for your phone. SMS APPSTORE to 111 and download your fav. application. Surfing charges @10p/10kb apply
